㐀,廿一,TM
樲,木戈心金,DIPC
樳,木尸一戈,DSMI
樴,木卜戈日,DYIA
樵,木人土火,DOGF
樶,木日尸水,DASE
樷,木木尸十水,DDSJE
樸,木廿金人,DTCO
樹,木土廿戈,DGTI
樺,木廿一十,DTMJ
樻,木中一金,DLMC
樼,木尸弓木,DSND
樽,木廿田戈,DTWI
樾,木土人女,DGOV
樿,木口口十,DRRJ
橀,木卜山廿,DYUT
橁,木竹心日,DHPA
橂,木廿田大,DTWK
橃,木弓人水,DNOE
橄,木一十大,DMJK
橅,木人廿火,DOTF
橆,人廿木木,OTDD
橇,木竹山山,DHUU
橈,木土土山,DGGU
橉,木火木手,DFDQ
橊,木一中田,DMLW
橋,木竹大月,DHKB
橌,木日弓月,DANB
橍,木日弓土,DANG
橎,木竹木田,DHDW
橏,木廿土口,DTGR
橐,十月一口木,JBMRD
橑,木大金火,DKCF
橒,木一月戈,DMBI
橓,木月月手,DBBQ
橔,木卜木大,DYDK
橕,木火月竹,DFBH
橖,木火月木,DFBD
橗,木廿日月,DTAB
橘,木弓竹月,DNHB
橙,木弓人廿,DNOT
橚,木中難,DLX
橛,木一廿人,DMTO
橜,難一人木,XMOD
橝,木一田十,DMWJ
橞,木十戈心,DJIP
機,木女戈戈,DVII
橠,木卜弓女,DYNV
橡,木弓日人,DNAO
橢,木弓中月,DNLB
橣,木十心月,DJPB
橤,心心心木,PPPD
橥,大日木,KAD
橦,木卜廿土,DYTG
橧,木金田日,DCWA
橨,木十廿金,DJTC
橩,木火火弓,DFFN
橪,木月大火,DBKF
橫,木廿一金,DTMC
橬,木一山日,DMUA
橭,木十口十,DJRJ
橮,木竹竹金,DHHC
橯,木火火尸,DFFS
橰,木竹山十,DHUJ
橱,木一一戈,DMMI
橲,木土口口,DGRR
橳,木月火尸,DBFS
橴,木卜心火,DYPF
橵,木廿月大,DTBK
橶,木十十戈,DJJI
橷,木中心弓,DLPN
橸,木日日日,DAAA
橹,難木弓田日,XDNWA
橺,木日弓日,DANA
橻,木弓土土,DNGG
橼,木女一人,DVMO
橽,木卜土手,DYGQ
橾,木口口木,DRRD
橿,木一田一,DMWM
檀,木卜田一,DYWM
檁,木卜田木,DYWD
檂,木廿田女,DTWV
檃,弓尸木,NSD
檄,木竹尸大,DHSK
檅,木卜一竹,DYMH
檆,難木火火口,XDFFR
檇,木人土尸,DOGS
檈,木田中女,DWLV
檉,木尸口土,DSRG
檊,木十十十,DJJJ
檋,木廿金十,DTCJ
檌,木田中卜,DWLY
檍,木卜廿心,DYTP
檎,木人卜月,DOYB
檏,木廿金木,DTCD
檐,木弓金口,DNCR
檑,木一月田,DMBW
檒,木木竹弓戈,DDHNI
檓,木竹土水,DHGE
檔,木火月田,DFBW
檕,十水木,JED
檖,木卜廿人,DYTO
檗,尸十木,SJD
檘,木尸口十,DSRJ
檙,木月山中,DBUL
檚,木木木人,DDDO
檛,木卜月月,DYBB
檜,木人一日,DOMA
檝,木口十戈,DRJI
檞,木弓月手,DNBQ
檟,木一田金,DMWC
檠,廿大木,TKD
檡,木田中十,DWLJ
檢,木人一人,DOMO
檣,木土人田,DGOW
檤,木卜廿山,DYTU
檥,木廿土戈,DTGI
檦,木一火弓,DMFN
檧,木廿心心,DTPP
檨,木廿土人,DTGO
檩,木卜田火,DYWF
檪,木戈人木,DIOD
檫,木十月火,DJBF
檬,木廿月人,DTBO
檭,木金日女,DCAV
檮,木土弓戈,DGNI
檯,木土口土,DGRG
檰,木女火月,DVFB
檱,木竹廿金,DHTC
檲,木田十戈,DWJI
檳,木十一金,DJMC
檴,木廿人水,DTOE
檵,木女女戈,DVVI
檶,木大尸口,DKSR
檷,木一火月,DMFB
檸,木十心弓,DJPN
檹,木卜尸口,DYSR
檺,木卜口人,DYRO
檻,木尸戈廿,DSIT
檼,木月一心,DBMP
檽,木一月月,DMBB
檾,火火月木木,FFBDD
檿,一大木,MKD
櫀,木廿金火,DTCF
櫁,木十心戈,DJPI
櫂,木尸一土,DSMG
櫃,木尸中金,DSLC
櫄,木竹土火,DHGF
櫅,木卜難,DYX
櫆,木竹戈十,DHIJ
櫇,木木水金,DDEC
櫈,木弓人弓,DNON
櫉,木一土戈,DMGI
櫊,木日弓口,DANR
櫋,木竹山尸,DHUS
櫌,木一月水,DMBE
櫍,木竹中金,DHLC
櫎,木戈廿金,DITC
櫏,木卜一山,DYMU
櫐,田田田木,WWWD
櫑,木田田田,DWWW
櫒,木廿月火,DTBF
櫓,木弓田日,DNWA
櫔,木一廿月,DMTB
櫕,木手人金,DQOC
櫖,木卜心心,DYPP
櫗,難木廿田戈,XDTWI
櫘,木手十心,DQJP
櫙,木廿尸口,DTSR
櫚,木日弓口,DANR
櫛,木竹日中,DHAL
櫜,十月竹人木,JBHOD
櫝,木土田金,DGWC
櫞,木女火人,DVFO
櫟,木女戈木,DVID
櫠,木戈弓水,DINE
櫡,木竹十日,DHJA
櫢,木中女大,DLVK
櫣,難難木卜廿,XXDYT
櫤,木竹廿弓,DHTN
櫥,木戈土戈,DIGI
櫦,木戈難水,DIXE
櫧,木卜口日,DYRA
櫨,木卜心廿,DYPT
櫩,木日弓難,DANX
櫪,木一木一,DMDM
櫫,一日木,MAD
櫬,木卜木山,DYDU
櫭,木日山一,DAUM
櫮,木一土口,DMGR
櫯,木弓火木,DNFD
櫰,木卜田女,DYWV
櫱,山十木,UJD
櫲,木弓弓人,DNNO
櫳,木卜月心,DYBP
櫴,木木中金,DDLC
櫵,木廿人火,DTOF
櫶,木十手心,DJQP
櫷,木弓難山,DNXU
櫸,木竹金手,DHCQ
櫹,木廿中難,DTLX
櫺,木一月口,DMBR
櫻,木月金女,DBCV
櫼,木人戈一,DOIM
櫽,難弓心木,XNPD
櫾,木月山火,DBUF
櫿,木火火口,DFFR
欀,木卜口女,DYRV
欁,木廿女木,DTVD
欂,木廿水戈,DTEI
欃,木弓口戈,DNRI
欄,木日弓田,DANW
欅,木竹金手,DHCQ
欆,木人土水,DOGE
欇,木尸十十,DSJJ
欈,木山人月,DUOB
欉,木廿金水,DTCE
權,木廿口土,DTRG
欋,木月山土,DBUG
欌,木廿戈尸,DTIS
欍,木廿人難,DTOX
欎,木木月日戈,DDBAI
欏,木田中土,DWLG
欐,木一一心,DMMP
欑,木竹山金,DHUC
欒,女火木,VFD
欓,木火月火,DFBF
欔,木月山水,DBUE
欕,木口口大,DRRK
欖,木尸田山,DSWU
欗,木廿日田,DTAW
欘,木尸卜戈,DSYI
欙,木田田火,DWWF
欚,木女人戈,DVOI
欛,難木一月月,XDMBB
欜,木十月女,DJBV
欝,木木田中戈,DDWLI
欞,木一月一,DMBM
欟,木廿土山,DTGU
欠,弓人,NO
次,戈一弓人,IMNO
欢,水弓人,ENO
欣,竹中弓人,HLNO
欤,卜一弓人,YMNO
欥,日弓人,ANO
欦,難人弓弓人,XONNO
欧,尸大弓人,SKNO
欨,心口弓人,PRNO
欩,難尸口弓人,XSRNO
欪,山山弓人,UUNO
欫,難人一弓人,XOMNO
欬,卜人弓人,YONO
欭,田大弓人,WKNO
欮,廿山弓人,TUNO
欯,土口弓人,GRNO
欰,竹廿弓人,HTNO
欱,人口弓人,ORNO
欲,金口弓人,CRNO
欳,卜月弓人,YBNO
欴,戈戈弓人,IINO
欵,心大弓人,PKNO
欶,木中弓人,DLNO
欷,大月弓人,KBNO
欸,戈大弓人,IKNO
欹,大口弓人,KRNO
欺,廿金弓人,TCNO
欻,火火弓人,FFNO
欼,水水水水人,EEEEO
欽,金弓人,CNO
款,土火弓人,GFNO
欿,弓難弓人,NXNO
歀,木火弓人,DFNO
歁,廿女弓人,TVNO
歂,山月弓人,UBNO
歃,竹難弓人,HXNO
歄,月月弓人,BBNO
歅,一土弓人,MGNO
歆,卜日弓人,YANO
歇,日女弓人,AVNO
歈,人弓弓人,ONNO
歉,廿金弓人,TCNO
歊,卜月弓人,YBNO
歋,竹山弓人,HUNO
歌,一口弓人,MRNO
歍,竹火弓人,HFNO
歎,廿人弓人,TONO
歏,廿一弓人,TMNO
歐,尸口弓人,SRNO
歑,卜木弓人,YDNO
歒,卜月弓人,YBNO
歓,人土弓人,OGNO
歔,卜一弓人,YMNO
歕,十金弓人,JCNO
歖,土口弓人,GRNO
歗,中難弓人,LXNO
歘,難火火弓人,XFFNO
歙,人一弓人,OMNO
歚,廿口弓人,TRNO
歛,人人弓人,OONO
歜,田戈弓人,WINO
歝,田十弓人,WJNO
歞,日火弓人,AFNO
歟,竹金弓人,HCNO
歠,水田弓人,EWNO
歡,廿土弓人,TGNO
止,卜中一,YLM
正,一卜中一,MYLM
此,卜一心,YMP
步,卜中一竹,YLMH
武,一心卜中一,MPYLM
歧,卜一十水,YMJE
歨,卜中一人,YLMO
歩,卜中一竹,YLMH
歪,一火一卜一,MFMYM
歫,卜一尸尸,YMSS
歬,卜一竹月卜,YMHBY
歭,卜一土木戈,YMGDI
歮,卜一卜一一,YMYMM
歯,卜一山火木,YMUFD
歰,尸戈卜一一,SIYMM
歱,卜一竹十土,YMHJG
歲,卜一戈竹竹,YMIHH
歳,卜一戈竹火,YMIHF
歴,一木卜中一,MDYLM
歵,卜一手一金,YMQMC
歶,卜心田中月,YPWLB
歷,一木卜中一,MDYLM
歸,竹一尸一月,HMSMB
歹,一弓戈,MNI
歺,卜弓戈,YNI
死,一弓心,MNP
歼,難一弓竹十,XMNHJ
歽,一弓竹一中,MNHML
歾,一弓心竹竹,MNPHH
歿,一弓弓水,MNNE
殀,一弓竹大,MNHK
殁,一弓竹弓水,MNHNE
殂,一弓月一,MNBM
殃,一弓中月大,MNLBK
殄,一弓人竹竹,MNOHH
殅,一弓竹手一,MNHQM
殆,一弓戈口,MNIR
殇,一弓人弓竹,MNONH
殈,一弓竹月廿,MNHBT
殉,一弓心日,MNPA
殊,一弓竹十木,MNHJD
残,一弓戈十,MNIJ
殌,一弓一女一,MNMVM
殍,一弓月弓木,MNBND
殎,一弓大人人,MNKOO
殏,一弓戈十水,MNIJE
殐,一弓木中,MNDL
殑,一弓十口山,MNJRU
殒,一弓口月人,MNRBO
殓,一弓人一一,MNOMM
殔,一弓中水,MNLE
殕,一弓卜廿口,MNYTR
殖,一弓十月一,MNJBM
殗,一弓大中山,MNKLU
殘,一弓戈戈,MNII
殙,一弓竹心日,MNHPA
殚,一弓金田十,MNCWJ
殛,一弓一水一,MNMEM
殜,一弓心廿木,MNPTD
殝,一弓手大木,MNQKD
殞,一弓口月金,MNRBC
殟,一弓田人廿,MNWOT
殠,一弓竹山大,MNHUK
殡,一弓十人金,MNJOC
殢,一弓大心月,MNKPB
殣,一弓廿中一,MNTLM
殤,一弓人日竹,MNOAH
殥,一弓十一金,MNJMC
殦,一弓竹日火,MNHAF
殧,一弓卜火山,MNYFU
殨,一弓中一金,MNLMC
殩,一弓卜水木,MNYED
殪,一弓土月廿,MNGBT
殫,一弓口口十,MNRRJ
殬,一弓田中十,MNWLJ
殭,一弓一田一,MNMWM
殮,一弓人一人,MNOMO
殯,一弓十一金,MNJMC
殰,一弓土田金,MNGWC
殱,一弓十戈一,MNJIM
殲,一弓人戈一,MNOIM
殳,竹弓水,HNE
殴,尸大竹弓水,SKHNE
段,竹十竹弓水,HJHNE
殶,卜土竹弓水,YGHNE
殷,竹尸竹弓水,HSHNE
殸,土竹竹弓水,GHHNE
殹,難尸大竹弓,XSKHN
殺,大金竹弓水,KCHNE
殻,難難土弓竹,XXGNH
殼,土弓竹弓水,GNHNE
殽,大月竹弓水,KBHNE
殾,十日竹弓水,JAHNE
殿,尸金竹弓水,SCHNE
毀,竹土竹弓水,HGHNE
毁,竹一竹弓水,HMHNE
毂,土手竹弓水,GQHNE
毃,卜月竹弓水,YBHNE
毄,十口竹弓水,JRHNE
毅,卜人竹弓水,YOHNE
毆,尸口竹弓水,SRHNE
毇,竹木竹弓水,HDHNE
毈,竹竹尸中水,HHSLE
毉,尸水一人人,SEMOO
毊,土水竹大月,GEHKB
毋,田十,WJ
毌,田十,WJ
母,田卜戈,WYI
毎,人田十,OWJ
每,人田卜戈,OWYI
毐,土田十,GWJ
毑,田卜心木,WYPD
毒,手一田卜戈,QMWYI
毓,人卜卜戈山,OYYIU
比,心心,PP
毕,心心十,PPJ
毖,心心心竹,PPPH
毗,田心心,WPP
毘,田心心,WPP
毙,心心一弓心,PPMNP
毚,弓口心心戈,NRPPI
毛,竹手山,HQU
毜,竹山火,HUF
毝,竹山竹竹竹,HUHHH
毞,心心竹手山,PPHQU
毟,火竹竹手山,FHHQU
毠,大口竹手山,KRHQU
毡,竹山卜口,HUYR
毢,竹山一金田,HUMCW
毣,尸一竹手山,SMHQU
毤,金山竹手山,CUHQU
毥,竹山心日,HUPA
毦,尸十竹手山,SJHQU
毧,竹山戈十,HUIJ
毨,竹山竹土山,HUHGU
毩,竹山火木,HUFD
毪,竹山戈竹手,HUIHQ
毫,卜口月山,YRBU
毬,竹山戈十水,HUIJE
毭,一廿竹手山,MTHQU
毮,手火竹山,QFHU
毯,竹山火火,HUFF
毰,竹山卜廿口,HUYTR
毱,竹山心火木,HUPFD
毲,水水水水山,EEEEU
毳,竹山竹山山,HUHUU
毴,竹山中一卜,HULMY
毵,難戈竹竹手,XIHHQ
毶,竹山戈大竹,HUIKH
毷,日山竹手山,AUHQU
毸,竹山田心,HUWP
毹,人弓竹手山,ONHQU
毺,竹山人一弓,HUOMN
毻,大月竹手山,KBHQU
毼,日女竹手山,AVHQU
毽,竹山弓大手,HUNKQ
毾,日一竹手山,AMHQU
毿,戈竹竹手山,IHHQU
氀,中女竹手山,LVHQU
氁,竹山廿日大,HUTAK
氂,十大一竹山,JKMHU
氃,卜土竹手山,YGHQU
氄,弓月竹手山,NBHQU
氅,火大竹手山,FKHQU
氆,竹山廿金日,HUTCA
氇,難竹山弓田,XHUNW
氈,卜一竹手山,YMHQU
氉,口木竹手山,RDHQU
氊,竹山卜田一,HUYWM
氋,廿人竹手山,TOHQU
氌,竹山弓田日,HUNWA
氍,月土竹手山,BGHQU
氎,田一竹手山,WMHQU
氏,竹女心,HVP
氐,竹心一,HPM
民,口女心,RVP
氒,竹心十,HPJ
氓,卜女口女心,YVRVP
气,人一弓,OMN
氕,人弓中,ONL
氖,人弓弓竹尸,ONNHS
気,人弓大,ONK
氘,人弓中中,ONLL
氙,人弓山,ONU
氚,人弓中中中,ONLLL
氛,人弓金尸竹,ONCSH
氜,人弓日,ONA
氝,人弓人月,ONOB
氞,人弓一人月,ONMOB
氟,人弓中中弓,ONLLN
氠,人弓中田中,ONLWL
氡,人弓竹水卜,ONHEY
氢,人弓弓人一,ONNOM
氣,人弓火木,ONFD
氤,人弓田大,ONWK
氥,人弓一金田,ONMCW
氦,人弓卜女人,ONYVO
氧,人弓廿手,ONTQ
氨,人弓十女,ONJV
氩,人弓一廿金,ONMTC
氪,人弓十口山,ONJRU
氫,人弓一女一,ONMVM
氬,人弓一中一,ONMLM
氭,人弓木田,ONDW
氮,人弓火火,ONFF
氯,人弓女弓水,ONVNE
氰,人弓手一月,ONQMB
氱,人弓日一竹,ONAMH
氲,人弓日月廿,ONABT
氳,人弓田人廿,ONWOT
水,水,E
氵,難水,XE
氶,弓水,NE
氷,戈水,IE
永,戈弓水,INE
氹,弓水,NE
氺,難水,XE
氻,水大尸,EKS
氼,難水人,XEO
氽,人水,OE
氾,水尸山,ESU
氿,水大弓,EKN
汀,水一弓,EMN
汁,水十,EJ
求,戈十水,IJE
汃,水金,EC
汄,水人,EO
汅,水一女尸,EMVS
汆,人水,OE
汇,水尸,ES
汈,水尸一,ESM
汉,水水,EE
汊,水水戈,EEI
汋,水心戈,EPI
汌,水中中中,ELLL
汍,水大弓戈,EKNI
汎,水竹弓戈,EHNI
汏,水大,EK
汐,水弓戈,ENI
汑,水竹心,EHP
汒,水卜女,EYV
汓,難水弓木,XEND
汔,水人弓,EON
汕,水山,EU
汖,山水,UE
汗,水一十,EMJ
汘,水竹十,EHJ
汙,水一木,EMD
汚,水一十尸,EMJS
汛,水弓十,ENJ
汜,水口山,ERU
汝,水女,EV
汞,一水,ME
江,水一,EM
池,水心木,EPD
污,水一一尸,EMMS
汢,難難水土,XXEG
汣,難水弓人,XENO
汤,水弓尸竹,ENSH
汥,水十水,EJE
汦,水竹女心,EHVP
汧,水一廿,EMT
汨,水日,EA
汩,水日,EA
汪,水一土,EMG
汫,水廿廿,ETT
汬,廿廿水,TTE
汭,水人月,EOB
汮,水心戈一,EPIM
汯,水大戈,EKI
汰,水大戈,EKI
汱,水戈大,EIK
汲,水弓竹水,ENHE
汳,水竹水,EHE
汴,水卜卜,EYY
汵,水人戈弓,EOIN
汶,水卜大,EYK
汷,難水竹水,XEHE
汸,水卜竹尸,EYHS
汹,水山大,EUK
決,水木大,EDK
汻,水人十,EOJ
汼,難水竹手,XEHQ
汽,水人一弓,EOMN
汾,水金尸竹,ECSH
汿,水弓戈弓,ENIN
沀,水弓戈弓,ENIN
沁,水心,EP
沂,水竹一中,EHML
沃,水竹大,EHK
沄,水一一戈,EMMI
沅,水一一山,EMMU
沆,水卜竹弓,EYHN
沇,水戈竹山,EIHU
沈,水中月山,ELBU
沉,水月竹山,EBHU
沊,中山水,LUE
沋,水戈大山,EIKU
沌,水心山,EPU
沍,水一女一,EMVM
沎,水人心,EOP
沏,水心尸竹,EPSH
沐,水木,ED
沑,水弓土,ENG
沒,水弓水,ENE
沓,水日,EA
沔,水一中尸,EMLS
沕,水心竹竹,EPHH
沖,水中,EL
沗,一大水,MKE
沘,水心心,EPP
沙,水火竹,EFH
沚,水卜中一,EYLM
沛,水十月,EJB
沜,水中中中,ELLL
沝,水水,EE
沞,水一中月,EMLB
沟,水心戈,EPI
沠,水竹中人,EHLO
没,水竹弓水,EHNE
沢,水尸人,ESO
沣,水手十,EQJ
沤,水尸大,ESK
沥,水一大尸,EMKS
沦,水人心,EOP
沧,水人尸山,EOSU
沨,水竹弓大,EHNK
沩,水戈大尸,EIKS
沪,水戈尸,EIS
沫,水木十,EDJ
沬,水十木,EJD
沭,水戈十金,EIJC
沮,水月一,EBM
沯,水一口,EMR
沰,水一口,EMR
沱,水十心,EJP
沲,水人心木,EOPD
河,水一弓口,EMNR
沴,水人竹竹,EOHH
沵,水弓火,ENF
沶,水一一火,EMMF
沷,水戈大大,EIKK
沸,水中中弓,ELLN
油,水中田,ELW
沺,水田,EW
治,水戈口,EIR
沼,水尸竹口,ESHR
沽,水十口,EJR
沾,水卜口,EYR
沿,水金口,ECR
泀,水尸一口,ESMR
況,水口竹山,ERHU
泂,水月口,EBR
泃,水心口,EPR
泄,水心廿,EPT
泅,水田人,EWO
泆,水竹手人,EHQO
泇,水大尸口,EKSR
泈,水竹水卜,EHEY
泉,竹日水,HAE
泊,水竹日,EHA
泋,水十廿,EJT
泌,水心竹,EPH
泍,水木一,EDM
泎,水竹尸,EHS
泏,水山山,EUU
泐,水弓中尸,ENLS
泑,水女戈尸,EVIS
泒,水竹女人,EHVO
泓,水弓戈,ENI
泔,水廿一,ETM
法,水土戈,EGI
泖,水竹竹中,EHHL
泗,水田金,EWC
泘,水竹火木,EHFD
泙,水一火十,EMFJ
泚,水卜一心,EYMP
泛,水竹戈人,EHIO
泜,水竹心一,EHPM
泝,水竹一卜,EHMY
泞,水十一弓,EJMN
泟,水一卜一,EMYM
泠,水人戈戈,EOII
泡,水心口山,EPRU
波,水木竹水,EDHE
泣,水卜廿,EYT
泤,水女戈人,EVIO
泥,水尸心,ESP
泦,水尸大弓,ESKN
泧,水戈女,EIV
注,水卜土,EYG
泩,水竹手一,EHQM
泪,水月山,EBU
泫,水卜女戈,EYVI
泬,水十金,EJC
泭,水人木戈,EODI
泮,水火手,EFQ
泯,水口女心,ERVP
泰,手大水,QKE
泱,水中月大,ELBK
泲,水中難竹,ELXH
泳,水戈弓水,EINE
泴,水月廿,EBT
泵,一口水,MRE
泶,火月水,FBE
泷,水戈大心,EIKP
泸,水卜尸,EYS
泹,水日一,EAM
泺,水竹女木,EHVD
泻,水月卜一,EBYM
泼,水戈女水,EIVE
泽,水水手,EEQ
泾,水弓人一,ENOM
泿,水日女,EAV
洀,水竹月卜,EHBY
洁,水土口,EGR
洂,水卜中金,EYLC
洃,水大火,EKF
洄,水田口,EWR
洅,水一土月,EMGB
洆,水弓水一,ENEM
洇,水田大,EWK
洈,水弓一山,ENMU
洉,水竹一口,EHMR
洊,水大中木,EKLD
洋,水廿手,ETQ
洌,水一弓弓,EMNN
洍,水尸中中,ESLL
洎,水竹月山,EHBU
洏,水一月中,EMBL
洐,水竹人弓,EHON
洑,水人戈大,EOIK
洒,水一金田,EMCW
洓,水木月,EDB
洔,水土木戈,EGDI
洕,水金月,ECB
洖,水口女大,ERVK
洗,水竹土山,EHGU
洘,水十大尸,EJKS
洙,水竹十木,EHJD
洚,水竹水手,EHEQ
洛,水竹水口,EHER
洜,竹口水,HRE
洝,水十女,EJV
洞,水月一口,EBMR
洟,水大弓,EKN
洠,水戈竹手,EIHQ
洡,水手木,EQD
洢,水人尸大,EOSK
洣,水火木,EFD
洤,水人一土,EOMG
津,水中手,ELQ
洦,水一日,EMA
洧,水大月,EKB
洨,水卜金大,EYCK
洩,水中田心,ELWP
洪,水廿金,ETC
洫,水竹月廿,EHBT
洬,水竹弓弓,EHNN
洭,水尸一土,ESMG
洮,水中一人,ELMO
洯,手竹水,QHE
洰,水尸尸,ESS
洱,水尸十,ESJ
洲,水戈中中,EILL
洳,水女口,EVR
洴,水廿廿,ETT
洵,水心日,EPA
洶,水心山大,EPUK
洷,水一戈土,EMIG
洸,水火一山,EFMU
洹,水一日一,EMAM
洺,水弓戈口,ENIR
活,水竹十口,EHJR
洼,水土土,EGG
洽,水人一口,EOMR
派,水竹竹女,EHHV
洿,水大一尸,EKMS
浀,水廿田,ETW
流,水卜戈山,EYIU
浂,水廿大,ETK
浃,水大廿,EKT
浄,水弓尸木,ENSD
浅,水戈十,EIJ
浆,中弓水,LNE
浇,水十心山,EJPU
浈,水卜月人,EYBO
浉,水中中月,ELLB
浊,水中一戈,ELMI
测,水月人弓,EBON
浌,水人戈,EOI
浍,水人一戈,EOMI
济,水卜大中,EYKL
浏,水卜大弓,EYKN
浐,水卜廿竹,EYTH
浑,水月大手,EBKQ
浒,水戈女十,EIVJ
浓,水竹月女,EHBV
浔,難水尸一戈,XESMI
浕,水尸人卜,ESOY
浖,水月木戈,EBDI
浗,水戈十水,EIJE
浘,水尸竹山,ESHU
浙,水手竹中,EQHL
浚,水戈金水,EICE
浛,水人戈口,EOIR
浜,水人一金,EOMC
浝,難水戈大竹,XEIKH
浞,水口卜人,ERYO
浟,水人中大,EOLK
浠,水大大月,EKKB
浡,水十月木,EJBD
浢,水一口廿,EMRT
浣,水十一山,EJMU
浤,水十大戈,EJKI
浥,水口日山,ERAU
浦,水戈十月,EIJB
浧,水口竹土,ERHG
浨,水十木,EJD
浩,水竹土口,EHGR
浪,水戈日女,EIAV
浫,水月金十,EBCJ
浬,水田土,EWG
浭,水一中大,EMLK
浮,水月弓木,EBND
浯,水一一口,EMMR
浰,水竹木弓,EHDN
浱,水一一女,EMMV
浲,水竹水十,EHEJ
浳,水戈心月,EIPB
浴,水金人口,ECOR
浵,水月卜竹,EBYH
浶,水十竹手,EJHQ
海,水人田卜,EOWY
浸,水尸一水,ESME
浹,水大人人,EKOO
浺,水心中,EPL
浻,水月金口,EBCR
浼,水弓日山,ENAU
浽,水月女,EBV
浾,水土中金,EGLC
浿,水月山金,EBUC
涀,水月山山,EBUU
涁,水木竹竹,EDHH
涂,水人一木,EOMD
涃,水田木,EWD
涄,水中田尸,ELWS
涅,水日土,EAG
涆,水日一十,EAMJ
涇,水一女一,EMVM
消,水火月,EFB
涉,水卜中竹,EYLH
涊,水尸戈心,ESIP
涋,水十戈大,EJIK
涌,水弓戈月,ENIB
涍,水十大木,EJKD
涎,水弓大一,ENKM
涏,水弓大土,ENKG
涐,水竹手戈,EHQI
涑,水木中,EDL
涒,水尸大口,ESKR
涓,水口月,ERB
涔,水山人弓,EUON
涕,水金弓竹,ECNH
涖,水人卜廿,EOYT
涗,水金口山,ECRU
涘,水戈人大,EIOK
涙,水一尸大,EMSK
涚,難水金口山,XECRU
涛,水手大戈,EQKI
涜,水土月山,EGBU
涝,水廿月尸,ETBS
涞,水木廿,EDT
涟,水卜大手,EYKQ
涠,水田手尸,EWQS
涡,水口人月,EROB
涢,水口月人,ERBO
涣,難水弓月大,XENBK
涤,水竹水木,EHED
涥,水卜口弓,EYRN
润,水中尸土,ELSG
涧,水中尸日,ELSA
涨,水弓心人,ENPO
涩,難水尸戈一,XESIM
涪,水卜廿口,EYTR
涫,水十口口,EJRR
涬,水土廿十,EGTJ
涭,水月月水,EBBE
涮,水尸月弓,ESBN
涯,水一土土,EMGG
涰,難水水水水,XEEEE
涱,水尸一女,ESMV
液,水卜人大,EYOK
涳,水十金一,EJCM
涴,水十弓山,EJNU
涵,水弓山水,ENUE
涶,水竹十一,EHJM
涷,水木田,EDW
涸,水田十口,EWJR
涹,水竹木女,EHDV
涺,水尸十口,ESJR
涻,水人一口,EOMR
涼,水卜口火,EYRF
涽,水竹心日,EHPA
涾,水水日,EEA
涿,水一尸人,EMSO
淀,水十一人,EJMO
淁,水卜廿女,EYTV
淂,水日一戈,EAMI
淃,水火手山,EFQU
淄,水女女田,EVVW
淅,水木竹中,EDHL
淆,水大大月,EKKB
淇,水廿一金,ETMC
淈,水尸山山,ESUU
淉,水田木,EWD
淊,水弓竹難,ENHX
淋,水木木,EDD
淌,水火月口,EFBR
淍,水月土口,EBGR
淎,水手大手,EQKQ
淏,水日一大,EAMK
淐,水日日,EAA
淑,水卜火水,EYFE
淒,水十中女,EJLV
淓,水廿卜尸,ETYS
淔,水十月一,EJBM
淕,水土金土,EGCG
淖,水卜日十,EYAJ
淗,水心火木,EPFD
淘,水心人山,EPOU
淙,水十一火,EJMF
淚,水竹尸大,EHSK
淛,水竹月弓,EHBN
淜,水月月,EBB
淝,水月日山,EBAU
淞,水木金戈,EDCI
淟,水廿月金,ETBC
淠,水田一中,EWML
淡,水火火,EFF
淢,水戈口一,EIRM
淣,水竹難山,EHXU
淤,水卜尸卜,EYSY
淥,水女弓水,EVNE
淦,水金,EC
淧,水十心竹,EJPH
淨,水月尸木,EBSD
淩,水土金水,EGCE
淪,水人一月,EOMB
淫,水月竹土,EBHG
淬,水卜人十,EYOJ
淭,水竹尸木,EHSD
淮,水人土,EOG
淯,水卜戈月,EYIB
淰,水人戈心,EOIP
深,水月金木,EBCD
淲,水卜心山,EYPU
淳,水卜口木,EYRD
淴,水心竹心,EPHP
淵,水中難中,ELXL
淶,水木人人,EDOO
混,水日心心,EAPP
淸,難水手一月,XEQMB
淹,水大中山,EKLU
淺,水戈戈,EII
添,水竹大心,EHKP
淼,水水水,EEE
淽,水廿卜一,ETYM
淾,金水,CE
淿,水竹日月,EHAB
渀,水大十廿,EKJT
渁,難難水水水,XXEEE
渂,水日卜大,EAYK
渃,水廿大口,ETKR
渄,水中一卜,ELMY
清,水手一月,EQMB
渆,水廿廿弓,ETTN
渇,難水日心心,XEAPP
済,難水卜大中,XEYKL
渉,難水卜中竹,XEYLH
渊,水中火中,ELFL
渋,水卜一人,EYMO
渌,水弓一水,ENME
渍,水手一人,EQMO
渎,水十弓大,EJNK
渏,水大一口,EKMR
渐,水大手中,EKQL
渑,水口中山,ERLU
渒,水竹田十,EHWJ
渓,水月手人,EBQO
渔,水弓田一,ENWM
渕,水廿大弓,ETKN
渖,水十中中,EJLL
渗,水戈大竹,EIKH
渘,水弓竹木,ENHD
渙,水弓月大,ENBK
渚,水十大日,EJKA
減,水戈竹口,EIHR
渜,水一月大,EMBK
渝,水人一弓,EOMN
